threads;elapsedtime;mem;md5_anwser;t-0-TOT_INS;t-0-TOT_CYC;t-1-TOT_INS;t-1-TOT_CYC;t-2-TOT_INS;t-2-TOT_CYC;t-3-TOT_INS;t-3-TOT_CYC;t-4-TOT_INS;t-4-TOT_CYC;t-5-TOT_INS;t-5-TOT_CYC;t-6-TOT_INS;t-6-TOT_CYC;t-7-TOT_INS;t-7-TOT_CYC;t-8-TOT_INS;t-8-TOT_CYC;t-9-TOT_INS;t-9-TOT_CYC;t-10-TOT_INS;t-10-TOT_CYC;t-11-TOT_INS;t-11-TOT_CYC;t-12-TOT_INS;t-12-TOT_CYC;t-13-TOT_INS;t-13-TOT_CYC;t-14-TOT_INS;t-14-TOT_CYC;t-15-TOT_INS;t-15-TOT_CYC
16;106.276836;627181056;283ec6a7d4d78c3818e06381a1dc80b4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
